timestamp_s,output[0],output[1],output[2],output[3]
3.82,0.0,0.0,0.0,0.0
3.824,0.0,0.0,0.0,0.0
3.92,0.0,0.0,0.0,0.0
4.02,0.0,0.0,0.0,0.0
4.12,0.0,0.0,0.0,0.0
4.22,0.0,0.0,0.0,0.0
4.32,0.0,0.0,0.0,0.0
4.42,0.0,0.0,0.0,0.0
4.52,0.0,0.0,0.0,0.0
4.62,0.0,0.0,0.0,0.0
4.72,0.0,0.0,0.0,0.0
4.82,0.0,0.0,0.0,0.0
4.92,0.0,0.0,0.0,0.0
5.02,0.0,0.0,0.0,0.0
5.12,0.0,0.0,0.0,0.0
5.22,0.0,0.0,0.0,0.0
5.32,0.0,0.0,0.0,0.0
5.42,0.0,0.0,0.0,0.0
5.52,0.0,0.0,0.0,0.0
5.62,0.0,0.0,0.0,0.0
5.72,0.0,0.0,0.0,0.0
5.82,0.0,0.0,0.0,0.0
5.92,0.0,0.0,0.0,0.0
6.02,0.0,0.0,0.0,0.0
6.12,0.0,0.0,0.0,0.0
6.22,0.0,0.0,0.0,0.0
6.32,0.0,0.0,0.0,0.0
6.42,0.0,0.0,0.0,0.0
6.52,0.0,0.0,0.0,0.0
6.62,0.0,0.0,0.0,0.0
6.72,0.0,0.0,0.0,0.0
6.82,0.0,0.0,0.0,0.0
6.92,0.0,0.0,0.0,0.0
7.02,0.0,0.0,0.0,0.0
7.12,0.0,0.0,0.0,0.0
7.22,0.0,0.0,0.0,0.0
7.32,0.0,0.0,0.0,0.0
7.42,0.0,0.0,0.0,0.0
7.52,0.0,0.0,0.0,0.0
7.62,0.0,0.0,0.0,0.0
7.72,0.0,0.0,0.0,0.0
7.82,0.0,0.0,0.0,0.0
7.92,0.0,0.0,0.0,0.0
8.02,0.0,0.0,0.0,0.0
8.12,0.0,0.0,0.0,0.0
8.22,0.0,0.0,0.0,0.0
8.32,0.0,0.0,0.0,0.0
8.42,0.0,0.0,0.0,0.0
8.52,0.0,0.0,0.0,0.0
8.62,0.0,0.0,0.0,0.0
8.72,0.0,0.0,0.0,0.0
8.82,0.0,0.0,0.0,0.0
8.92,0.0,0.0,0.0,0.0
9.02,0.0,0.0,0.0,0.0
9.12,0.0,0.0,0.0,0.0
9.22,0.0,0.0,0.0,0.0
9.32,0.0,0.0,0.0,0.0
9.42,0.0,0.0,0.0,0.0
9.52,0.0,0.0,0.0,0.0
9.62,0.0,0.0,0.0,0.0
9.72,0.0,0.0,0.0,0.0
9.82,0.0,0.0,0.0,0.0
9.92,0.0,0.0,0.0,0.0
10.02,0.0,0.0,0.0,0.0
10.12,0.0,0.0,0.0,0.0
10.22,0.0,0.0,0.0,0.0
10.32,0.0,0.0,0.0,0.0
10.42,0.0,0.0,0.0,0.0
10.52,0.0,0.0,0.0,0.0
10.62,0.0,0.0,0.0,0.0
10.72,0.0,0.0,0.0,0.0
10.82,0.0,0.0,0.0,0.0
10.92,0.0,0.0,0.0,0.0
11.02,0.0,0.0,0.0,0.0
11.12,0.0,0.0,0.0,0.0
11.22,0.0,0.0,0.0,0.0
11.32,0.0,0.0,0.0,0.0
11.42,0.0,0.0,0.0,0.0
11.52,0.0,0.0,0.0,0.0
11.62,0.0,0.0,0.0,0.0
11.72,0.0,0.0,0.0,0.0
11.82,0.0,0.0,0.0,0.0
11.92,0.0,0.0,0.0,0.0
12.02,0.0,0.0,0.0,0.0
12.12,0.0,0.0,0.0,0.0
12.22,0.0,0.0,0.0,0.0
12.32,0.0,0.0,0.0,0.0
12.42,0.0,0.0,0.0,0.0
12.52,0.0,0.0,0.0,0.0
12.62,0.0,0.0,0.0,0.0
12.72,0.0,0.0,0.0,0.0
12.82,0.0,0.0,0.0,0.0
12.92,0.0,0.0,0.0,0.0
13.02,0.0,0.0,0.0,0.0
13.12,0.0,0.0,0.0,0.0
13.22,0.0,0.0,0.0,0.0
13.32,0.0,0.0,0.0,0.0
13.42,0.0,0.0,0.0,0.0
13.52,0.0,0.0,0.0,0.0
13.62,0.0,0.0,0.0,0.0
13.72,0.0,0.0,0.0,0.0
13.82,0.0,0.0,0.0,0.0
13.92,0.0,0.0,0.0,0.0
14.02,0.0,0.0,0.0,0.0
14.12,0.0,0.0,0.0,0.0
14.22,0.0,0.0,0.0,0.0
14.32,0.0,0.0,0.0,0.0
14.42,0.0,0.0,0.0,0.0
14.52,0.0,0.0,0.0,0.0
14.62,0.0,0.0,0.0,0.0
14.72,0.0,0.0,0.0,0.0
14.82,0.0,0.0,0.0,0.0
14.92,0.0,0.0,0.0,0.0
15.02,0.0,0.0,0.0,0.0
15.12,0.0,0.0,0.0,0.0
15.22,0.0,0.0,0.0,0.0
15.32,0.0,0.0,0.0,0.0
15.42,0.0,0.0,0.0,0.0
15.52,0.0,0.0,0.0,0.0
15.62,0.0,0.0,0.0,0.0
15.72,0.0,0.0,0.0,0.0
15.82,0.0,0.0,0.0,0.0
15.92,0.0,0.0,0.0,0.0
16.02,0.0,0.0,0.0,0.0
16.12,0.0,0.0,0.0,0.0
16.22,0.0,0.0,0.0,0.0
16.32,0.0,0.0,0.0,0.0
16.42,0.0,0.0,0.0,0.0
16.52,0.0,0.0,0.0,0.0
16.62,0.0,0.0,0.0,0.0
16.72,0.0,0.0,0.0,0.0
16.82,0.0,0.0,0.0,0.0
16.92,0.0,0.0,0.0,0.0
17.02,0.0,0.0,0.0,0.0
17.12,0.0,0.0,0.0,0.0
17.22,0.0,0.0,0.0,0.0
17.32,0.0,0.0,0.0,0.0
17.42,0.0,0.0,0.0,0.0
17.52,0.0,0.0,0.0,0.0
17.62,0.0,0.0,0.0,0.0
17.72,0.0,0.0,0.0,0.0
17.82,0.0,0.0,0.0,0.0
17.92,0.0,0.0,0.0,0.0
18.02,0.0,0.0,0.0,0.0
18.12,0.0,0.0,0.0,0.0
18.22,0.0,0.0,0.0,0.0
18.32,0.0,0.0,0.0,0.0
18.42,0.0,0.0,0.0,0.0
18.52,0.0,0.0,0.0,0.0
18.62,0.0,0.0,0.0,0.0
18.72,0.0,0.0,0.0,0.0
18.82,0.0,0.0,0.0,0.0
18.92,0.0,0.0,0.0,0.0
19.02,0.0,0.0,0.0,0.0
19.12,0.0,0.0,0.0,0.0
19.22,0.0,0.0,0.0,0.0
19.32,0.0,0.0,0.0,0.0
19.42,0.0,0.0,0.0,0.0
19.52,0.0,0.0,0.0,0.0
19.62,0.0,0.0,0.0,0.0
